bidder_id,bids_count,auction_count,mean_bids_per_auction,tdiff_max,tdiff_min,tdiff_mean,tdiff_median,tdiff_std,tdiff_zeros,tdiff_ip,country_cnt,ip_entropy,url_entropy,price_max,price_min,price_mean,price_median,price_std,response_max,response_min,response_mean,response_median,response_std,device_cnt
01a39439e7afbdcfe385eedbddb23d76zgdrg,260,131,1.984732824427481,50181789473684.0,105263158.0,298269254216.62164,46157894736.0,3115916165036.7266,0,328764507422.3932,26,5.292675407183442,2.1868960116983325,29344,1,1333.2692307692307,510.0,3076.299403487739,4409789473684.0,0.0,65258447675.657585,4052631579.0,457353156648.0267,94
01c1c7be49cd6cfbb9075925a05c9899p41va,2,2,1.0,2477736842105.0,2477736842105.0,2477736842105.0,2477736842105.0,0.0,0,2477736842105.0,2,0.6931471805599453,0.0,444,1,222.5,222.5,313.2483040656405,14473684210.0,14473684210.0,14473684210.0,14473684210.0,0.0,2
01c5692d487454cdbe731df330bef608f48zz,82,19,4.315789473684211,54486631578948.0,52631579.0,898952566601.6914,4578947368.0,6095256902873.199,0,923305120910.3918,5,3.1484771308814743,2.069897128361413,5073,1,290.7073170731707,140.5,581.1203204667513,4536526315790.0,0.0,57734868421.0125,421052631.0,507086742590.462,41
01cda526658455000913950f20cf31a2q6nsf,84,22,3.8181818181818183,965052631579.0,684210526.0,162436905516.79517,98473684211.0,193490795061.34012,0,177263899184.5493,6,3.5160078906960885,2.293770857157956,2015,1,40.79761904761905,6.0,225.61310201646467,8705368421053.0,842105263.0,1453169667590.0132,535710526315.5,1970393636926.2678,45
01eb9dcbd0b3e79d94020d13d83a993ec9d2a,3,2,1.5,3020894736842.0,2691736842105.0,2856315789473.5,2856315789473.5,232749779449.62048,0,2856315789473.5,2,1.0986122886681096,0.6365141682948128,15819,311,7586.0,6628.0,7798.258715892926,24210526315.0,315789474.0,8333333333.0,473684210.0,13750279103.627922,3
01f498a0992d280de63ec346692efb2blckg2,1,1,1.0,5146526315789.5,578947369.0,582592599920.8384,124118421052.25,0.0,0,750303405572.7646,1,0.0,0.0,827,827,827.0,827.0,0.0,34105263158.0,34105263158.0,34105263158.0,34105263158.0,0.0,1
02030ec48b7179a7fd9950fdf546e3feekkye,5,2,2.5,3196473684210.0,3421052631.0,846894736842.0,93842105263.5,1567462327963.1423,0,1128052631579.0,1,1.3321790402101223,1.3321790402101223,600,179,508.8,590.0,184.58521067517842,12842105263.0,1631578947.0,6326315789.6,5578947369.0,4940420653.2101755,2
022ac3a7ce986049d9a4bede83ccf9ddctvg6,1899,85,22.341176470588234,2367526315790.0,0.0,6193222782.984721,157894737.0,80403929995.98276,325,8117188487.626101,7,2.403557006219331,0.6132105483160022,200036,1,4146.745655608215,217.0,11417.155986399714,72090210526316.0,0.0,224293070406.88654,2210526316.0,3244847478853.21,18
024937af9ea18a2b57e4f08762d181f7s8a3z,1,1,1.0,5146526315789.5,578947369.0,582592599920.8384,124118421052.25,0.0,0,750303405572.7646,1,0.0,0.0,2988,2988,2988.0,2988.0,0.0,52631579.0,52631579.0,52631579.0,52631579.0,0.0,1
024cf43497fd7381df6254888670f84bwbbam,3,2,1.5,203368421052.0,199000000000.0,201184210526.0,201184210526.0,3088940148.947272,0,201184210526.0,2,1.0986122886681096,0.0,12904,156,8420.666666666666,12202.0,7166.0126523285835,13473684210.0,315789474.0,4719298245.666667,368421053.0,7581566311.136792,3
026819504b59bc4eefb9963d5fe4271aql15u,4,2,2.0,56336842105263.0,1768684210526.0,21484210526315.668,6347105263158.0,30269950954984.61,0,21484210526315.668,1,1.0397207708399179,0.5623351446188083,194957,55,115990.25,134474.5,91735.88541523251,263157895.0,105263158.0,144736842.25,105263158.0,78947368.5,1
02cfc97e8fded77671e71e1951723d5fwz6a4,2,2,1.0,9106578947368.0,9106578947368.0,9106578947368.0,9106578947368.0,0.0,0,9106578947368.0,1,0.6931471805599453,0.0,2421,482,1451.5,1451.5,1371.0800487207157,21263157895.0,5526315789.0,13394736842.0,13394736842.0,11127627767.61459,1
0318e0a173f7c65db40116b903884c854x258,10960,321,34.14330218068536,50035052631579.0,0.0,7052900523.962587,1105263157.0,477952279237.0345,222,7187930533.60305,122,8.288546993500956,2.1931435340239536,35109,1,5038.548631386861,1734.0,6385.484501409195,57235052631579.0,0.0,90764803685.80304,1263157894.0,1710278879353.2764,611
031da7aea2d4b75ac8ecba4825bc1318yki1d,9,7,1.2857142857142858,2424842105263.0,2368421053.0,682118421052.625,467631578947.5,777556057169.9978,0,779225563909.7142,3,2.0431918705451206,2.0431918705451206,2050,108,467.77777777777777,280.0,614.2910095748142,54578947368.0,105263158.0,13204678362.333334,3526315789.0,19180698625.157417,8
03244a553a252dcc3a3037f0371c8d33fmpd1,3,3,1.0,555210526316.0,89789473684.0,322500000000.0,322500000000.0,329102382423.06824,0,322500000000.0,1,1.0986122886681096,1.0986122886681096,310,22,179.66666666666666,207.0,145.93263285959497,1315789473.0,105263158.0,789473684.0,947368421.0,620517163.9899207,3
0353aa9e97bd46119c90b8892f99982esfem3,174,87,2.0,50336736842105.0,421052631.0,446043504715.54333,74947368421.0,3822505609161.9775,0,508203859649.12,10,4.15355440275158,2.7287153529898918,156163,1,1727.7528735632184,144.5,12168.46666388729,5995684210527.0,0.0,124342259156.65497,21894736842.0,483574418872.728,67
036a4050a5dd65e70f0f613ec2e38a74re026,2,2,1.0,693210526316.0,693210526316.0,693210526316.0,693210526316.0,0.0,0,693210526316.0,1,0.6931471805599453,0.6931471805599453,784,738,761.0,761.0,32.526911934581186,2315789474.0,52631579.0,1184210526.5,1184210526.5,1600294294.4503725,2
037d9f10da403d8d5f94b6e2957a3702f6x07,12901,592,21.79222972972973,41578947369.0,0.0,1057486740.1060466,684210527.0,1176847976.98825,325,1054520029.404158,45,6.867333359299036,6.774962418116165,4789,1,496.71870397643596,88.0,944.8041568189585,13480315789474.0,0.0,142493755293.8816,18578947369.0,501291344047.97925,786
0381a69b7a061e9ace2798fd48f1f537mgq57,1,1,1.0,5146526315789.5,578947369.0,582592599920.8384,124118421052.25,0.0,0,750303405572.7646,1,0.0,0.0,40147,40147,40147.0,40147.0,0.0,0.0,0.0,0.0,0.0,0.0,1
03a1e81cb7bcd15014489a6f752c9d5b7pvel,30,15,2.0,5339736842105.0,0.0,287215970961.86206,4736842105.0,1075271480830.772,1,2036828947368.25,3,1.3263224376238534,0.9048988587084813,13858,1,542.3333333333334,31.5,2517.550469765421,1003789473684.0,315789473.0,87862781954.92857,17026315789.5,213793524569.6185,4
03aafab9868455b78f0723eda86698ba9v9rm,10776,371,29.045822102425877,50026736842106.0,0.0,7174272804.982274,1052631579.0,481942105242.2142,187,7557400808.912119,77,6.2368208801369125,1.8262961622575116,34464,1,1635.27431328879,1111.0,2074.0915132418995,59053947368421.0,0.0,47919493430.83433,3000000000.0,1329532282854.8748,396
03e884d3e7e3356608187d2345e4693fyt29x,12,9,1.3333333333333333,5072210526316.0,25210526315.0,1192937799043.0908,725315789473.0,1434213236273.3254,0,1192937799043.0908,2,2.3693821196946763,0.6791932659915256,1085,3,336.0833333333333,307.5,332.3553570101336,190315789473.0,105263158.0,41802631578.833336,18078947368.5,61042364773.514725,9
041d869edcadf595b90e3b5248903183pn754,993,103,9.640776699029127,50223947368422.0,0.0,77864547962.6492,12263157894.5,1595088257567.1755,1,29035826817.59202,13,5.070462337139803,0.015910821627228837,3730,1,338.238670694864,244.0,342.3566518288449,54653421052632.0,0.0,102137332196.90486,7894736842.0,1755623342474.0664,19
042780ee9a3730703e35340c575c3cbb7zjwk,4,3,1.3333333333333333,4468631578948.0,105263158.0,1819350877193.0,989315789473.0,2347051457437.9697,0,2728973684210.5,3,1.0397207708399179,0.0,551,13,190.75,99.5,243.6040161135827,158368421053.0,105263158.0,45539473684.25,11842105263.0,75910628978.42036,4
0446457fc8e21596799158406f77b14catx8w,1,1,1.0,5146526315789.5,578947369.0,582592599920.8384,124118421052.25,0.0,0,750303405572.7646,1,0.0,0.0,552,552,552.0,552.0,0.0,52631579.0,52631579.0,52631579.0,52631579.0,0.0,1
04636b6c61c80f5325efe61183e8edb01ko20,4,4,1.0,56597157894736.0,17368421053.0,18885210526315.668,41105263158.0,32659506603717.96,0,28319131578947.0,1,1.0397207708399179,1.0397207708399179,2419,330,1068.75,763.0,986.381391754731,5368421052.0,1000000000.0,2921052631.5,2657894737.0,2209063843.4825096,3
047558bebab9292a5d4c85d6ee768784j2hdd,22217,231,96.17748917748918,50023578947368.0,0.0,3479609290.6013684,736842105.0,335611259216.3627,597,3519013811.3628416,80,8.273467610449543,5.380667983448287,217907,1,116528.18062744745,127354.0,65785.3850731603,72028368421053.0,0.0,26745490041.84289,105263158.0,1237779627356.6646,650
0496c24a6a7f593f28bf7896350e946advl6i,17,14,1.2142857142857142,5058526315789.0,3105263158.0,813384868421.0625,394973684210.5,1324697859691.411,0,922409774436.1428,1,2.2008276490345495,2.088501619335465,2240,2,193.7058823529412,19.0,539.9461506374829,1094473684211.0,0.0,175969040247.64706,42578947369.0,306869968638.1887,15
04c6b750b0552089c87ae03de72289cfcpfmh,14,12,1.1666666666666667,6163631578948.0,4210526316.0,981271255060.7693,282578947368.0,1662343874582.67,0,1062692982456.1666,8,2.5400363038209806,1.5670812292933243,5609,14,1135.357142857143,290.0,1678.673221837498,465631578948.0,0.0,60428571428.85714,3394736842.5,126346399558.97046,11
050a3b29ca1818e1f237df8132bc2013bcuxi,40,21,1.9047619047619047,1358947368421.0,2736842105.0,323842105263.1539,131105263158.0,392437321888.56647,0,349922514619.9167,11,3.550250018001948,2.2149253679206766,3320,13,693.25,154.5,977.3117170625209,425736842105.0,0.0,31035526315.85,5026315790.0,73741840185.11185,21
053cefb7e952bd81d7a6db267a121747te7lo,1,1,1.0,5146526315789.5,578947369.0,582592599920.8384,124118421052.25,0.0,0,750303405572.7646,1,0.0,0.0,283,283,283.0,283.0,0.0,28210526316.0,28210526316.0,28210526316.0,28210526316.0,0.0,1
0547dbd3ecb4a293913f138d60b586fdf4ane,294,33,8.909090909090908,613842105263.0,52631579.0,46355128435.42321,24578947368.0,72235652957.62323,0,46668113582.9244,41,5.6175657501424965,0.045443337874946005,4610,1,819.7380952380952,248.5,1116.2180583100167,4164000000000.0,0.0,58922589980.09278,3789473684.0,309823981261.62274,4
054b51d059fe981ca8cc4e0d4c49aabb5mck7,1474,246,5.991869918699187,102157894737.0,0.0,9232143495.194162,5631578948.0,10963052536.735106,2,9491856431.909025,31,5.442789170534967,4.121255873846108,10459,1,875.5264586160108,268.5,1472.887489594787,4620210526316.0,0.0,73468623481.79053,6289473684.0,315973790475.1176,278
055282b75717345ba6f53d40e9e6d6c56qrzp,13133,346,37.956647398843934,34210526316.0,0.0,1038511791.2051477,368421053.0,1946648485.0110943,713,1037550560.5224857,129,8.123364147026132,5.0545672570810565,11770,1,2747.541384299094,1945.0,2624.2368930503617,11021368421052.0,0.0,23189681170.612347,526315790.0,217499049510.98517,920
055eb52087e0080b8ebca74be4f823f5c819l,1,1,1.0,5146526315789.5,578947369.0,582592599920.8384,124118421052.25,0.0,0,750303405572.7646,1,0.0,0.0,219,219,219.0,219.0,0.0,93473684210.0,93473684210.0,93473684210.0,93473684210.0,0.0,1
0565a780f2c5b46837bbe9739ef15ea92fdu0,1149,203,5.6600985221674875,190684210527.0,0.0,11877315239.317944,5000000000.0,19133198561.85973,5,12477951635.846226,48,6.509343889638304,3.152212259571845,11403,1,2077.6362053959965,970.0,2551.8670079812587,4050736842105.0,0.0,27815284284.007854,1500000000.0,236978898040.18207,229
0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,86,43,2.0,50148631578947.0,0.0,906995046439.6235,163368421053.0,5420718264292.3,1,1014143669985.7838,2,3.662556962535887,0.7347297234834096,1357,1,350.8953488372093,202.0,399.81642932048544,1391157894737.0,0.0,109062538699.74118,23947368421.0,229567945060.21298,30
0589cf78c4bece729f0ac620557210e13no3n,28,1,28.0,50712473684210.0,54157894737.0,2841869395711.5186,500105263158.0,9612979819266.076,0,3074225877192.9585,4,2.7972523184691345,1.8454568729702812,214427,3215,124318.71428571429,121960.5,71857.01477438172,578947368.0,0.0,137218045.14285713,78947368.0,144910783.77982455,18
058a4e0ac0a20f504cc9c6aae2a896e6too9v,3,1,3.0,5976526315789.0,1593842105263.0,3785184210526.0,3785184210526.0,3099025725062.145,0,3785184210526.0,1,1.0986122886681096,0.0,25877,3876,12642.0,8173.0,11661.473791935563,315789474.0,52631579.0,175438596.66666666,157894737.0,132453235.83895761,3
05a07a27e235d01fe480ea6ac73b8838jq28x,139,68,2.0441176470588234,1105631578947.0,526315790.0,98416857360.7971,54842105263.0,148323746593.59647,0,107766315789.48,10,4.675585221681201,2.53890895663411,24765,1,1838.6474820143885,630.0,3627.159740158637,772526315790.0,0.0,23071594427.264706,2684210526.0,85003769926.54782,64
05ae7ea9549ae298bbbc8002b4229392e0ilf,4,1,4.0,66341789473684.0,4162000000000.0,24909561403508.668,4224894736842.0,35881375824809.85,0,24909561403508.668,2,1.3862943611198906,1.3862943611198906,205536,10739,133552.75,158968.0,85760.99061684942,52631579.0,0.0,13157894.75,0.0,26315789.499999996,2
05c6b93bf8f083b2d0a03ffc0fc3524ba8fi5,10,1,10.0,2563421052631.0,4578947368.0,500918128655.0,22052631579.0,893278975258.6017,0,750303405572.7646,1,0.0,0.8979457248567798,27,6,16.9,20.5,8.385834616913346,507894736842.0,4578947368.0,76805263158.0,19342105263.5,155684167131.20087,1
05c9fe8f8852ea069a93dfe39fc0571er9mdt,91,66,1.378787878787879,51008052631578.0,421052631.0,856212280701.7556,154526315789.5,5361857141484.812,0,1010556094182.8422,14,4.219397496281118,3.6284427271643036,4158,1,720.8681318681319,368.0,926.7184183245884,1284368421053.0,52631579.0,77973979893.5955,7210526316.0,238889328195.9017,48
060ac64ff78ae62e9bc697192cebea333760p,194,24,8.083333333333334,2021263157895.0,0.0,63665394055.08808,263157894.0,223151487099.6147,47,202486315789.52,4,1.320892754327357,1.1159566257215334,1375,1,134.25257731958763,42.5,247.21227713731423,2996052631579.0,0.0,100915900863.28043,27315789474.0,297869181707.6953,6
061690ceb6004807b7906968bf382dfcbve7y,432,37,11.675675675675675,50121526315789.0,0.0,179106117963.12064,18736842106.0,2417016276931.8477,4,232287622726.52905,4,4.2548007770851335,0.0,1892,1,285.1759259259259,164.5,345.18337246395697,2091894736842.0,0.0,45552755127.2723,7368421053.0,161557031147.40854,8
067ff22ebf0d33fe0deedc816d75973865jo7,330,58,5.689655172413793,54461578947368.0,0.0,205920332746.7599,13052631579.0,3003936136149.5303,1,257140819606.26718,19,4.593440133536015,2.619469796378431,179502,1,13699.69393939394,6387.0,31833.67086959499,2503736842106.0,0.0,27310670292.768997,2684210526.0,169172301787.61795,66
068450aafae2a6e390e35925d964290cdliqf,1,1,1.0,5146526315789.5,578947369.0,582592599920.8384,124118421052.25,0.0,0,750303405572.7646,1,0.0,0.0,1815,1815,1815.0,1815.0,0.0,473684210.0,473684210.0,473684210.0,473684210.0,0.0,1
069d020584a0e8c61e622321d4c43881j7pl3,4,4,1.0,6478842105264.0,358473684210.0,2399631578947.3335,361578947368.0,3532700284368.0845,0,2399631578947.3335,1,1.3862943611198906,1.3862943611198906,5422,92,2531.5,2306.0,2323.0815023728005,8421052632.0,105263158.0,4197368421.25,4131578947.5,3984358847.154338,4
069d251f2fc19102924468ab38349d5eou7ab,13,10,1.3,4610210526316.0,1631578947.0,1007710526315.8334,197710526316.5,1502016989339.0986,0,1342046783626.0,1,1.9512595041439562,0.2711893730418441,602,1,235.30769230769232,118.0,216.4152584790733,222789473684.0,105263158.0,28004385965.0,6842105262.5,62174628598.45961,3
06a58d4af0fe7ee15324b0e921e8de1260vef,9595,521,18.41650671785029,50022210526316.0,0.0,8057157433.922556,1736842106.0,510678573146.27655,92,8180692043.0737705,127,8.11229535768107,3.03747597771467,217885,1,66533.78936946327,44487.0,68468.83430125852,67691421052632.0,0.0,63100809463.140755,157894737.0,1590891314031.109,762
06b2d71c26ef3b6e29277f761cd0db90wuwjo,1,1,1.0,5146526315789.5,578947369.0,582592599920.8384,124118421052.25,0.0,0,750303405572.7646,1,0.0,0.0,311,311,311.0,311.0,0.0,67789473685.0,67789473685.0,67789473685.0,67789473685.0,0.0,1
06c281e31f83dcfd3fe70d2ee2d66bc7e6fw6,2,2,1.0,4519947368421.0,4519947368421.0,4519947368421.0,4519947368421.0,0.0,0,4519947368421.0,1,0.6931471805599453,0.6931471805599453,3895,2019,2957.0,2957.0,1326.5323215059632,263157895.0,0.0,131578947.5,131578947.5,186080732.07727745,2
06ddad46112881df154e3bda0e90fe880r57n,177,6,29.5,421052632.0,0.0,99282296.6534091,52631579.0,73976570.62816931,3,99282296.6534091,1,5.17614973257383,1.6083778981928352,221,99,164.27118644067798,178.0,37.29268322177711,20052631579.0,0.0,1225988700.5649717,421052632.0,3454466748.7195196,1
07012e0507b4281d430b93ddcd96cae66und7,18,13,1.3846153846153846,2251052631579.0,27157894737.0,706811145510.8235,445578947369.0,705291311559.6993,0,749289473684.1875,2,2.8133554045006157,1.846052514699563,6031,16,1835.1666666666667,963.0,1913.390254157756,94894736843.0,52631579.0,12394736842.277779,3210526315.5,22584949082.36006,15
074daf9a99b01591cb0637cb95c32600roriz,56,35,1.6,1504052631578.0,684210526.0,237456459330.12726,132947368421.0,327497498113.4523,0,250869433198.3654,10,3.6990213651320367,2.9554473073230088,982,1,104.42857142857143,9.5,218.56705708216515,7149736842106.0,684210526.0,825548421052.68,204684210526.5,1517832414727.8862,34
078e06b3288cf8f18ab7ed44b245fc56nbyfv,41,22,1.8636363636363635,2689105263158.0,52631579.0,277155263157.9,115447368421.0,586624577846.3802,0,234880382775.0909,4,2.2511415154074874,0.11466528220290656,1336,1,245.97560975609755,51.0,413.97998066361123,5426473684210.0,52631579.0,588999999999.9231,37789473684.0,1330508175401.7837,8
0817731a4d2e319f6f771da3f522b8bfv6njs,224,23,9.73913043478261,2063842105263.0,52631579.0,57093698371.48879,25315789473.0,166117524801.05362,0,57913001682.29224,10,4.243300149064561,0.0,2613,1,325.27232142857144,277.5,303.8822965757717,560368421052.0,0.0,24028793957.93722,9052631579.0,60065470013.737564,15
0825d381aa09d1d0c47c77c372f07acbe02ky,163,65,2.5076923076923077,587736842105.0,315789473.0,81695581546.45679,46026315790.0,98134729168.88646,0,89923576063.4452,19,4.710864628308898,1.4103550958138658,36885,1,6658.319018404908,367.0,10639.637891072914,1081473684211.0,0.0,31239766081.919754,2236842105.5,109888212341.72101,84
08353687608279ddd83e4d36fadd1cd8ritj3,4,1,4.0,4001684210527.0,1547789473684.0,2474035087719.3335,1872631578947.0,1332915781341.4917,0,2474035087719.3335,2,1.3862943611198906,1.3862943611198906,20758,1088,9553.75,8184.5,8491.926297960905,1210526316.0,0.0,407894737.0,210526316.0,545907294.1786805,4
08515611e73803dc6d8c562b8514dfb5qi3z9,297,68,4.367647058823529,445684210526.0,0.0,46052275960.172295,21105263157.5,65255721281.1816,1,52970459746.20949,27,5.053592247556475,2.0143874239973365,40235,1,10296.936026936028,3584.0,12390.384130907087,584000000000.0,0.0,9183764495.99661,473684210.0,40529673038.41666,125
0853bead89b03dd38a04d84f4312da7dukglz,4,4,1.0,5845315789474.0,1957631578947.0,3478298245614.3335,2631947368422.0,2077439406020.8857,0,3478298245614.3335,2,1.3862943611198906,0.0,413,89,227.75,204.5,144.00781228808387,115000000000.0,736842105.0,35105263158.0,12342105263.5,53615074160.89458,3
0870fb7e5701f3ba56762b03e157afdc1yw7u,558,55,10.145454545454545,496263157895.0,0.0,24081073419.635548,13684210526.0,37718259682.0163,2,25047222800.088932,16,4.200460001763464,4.1667500598442375,40865,4,15873.143369175627,13945.0,12533.890327166897,1113368421053.0,0.0,10287021316.722221,315789474.0,59006875845.69378,98
08981037e7a6c9032716ff25b15c9de25p63s,3005,279,10.770609318996415,50060473684210.0,0.0,25732409419.020306,5052631579.0,913276832944.0496,11,27851253546.404842,11,6.324316975933652,3.718268358342755,209895,1,424.03028286189686,90.0,6470.673064491676,67577368421053.0,0.0,320670669564.9096,34105263158.0,3233237916567.6567,235
08a588ebf7b98f44f8fc695d02adfa25x0amy,3,3,1.0,713421052632.0,1052631579.0,357236842105.5,357236842105.5,503720541229.73004,0,713421052632.0,1,0.6365141682948128,0.6365141682948128,44,18,33.666666666666664,39.0,13.79613472438325,1549526315790.0,521842105263.0,925947368421.0,706473684210.0,547868809741.4272,2
08c39ef7252995e0749f7927249b8dcb1d3xh,1,1,1.0,5146526315789.5,578947369.0,582592599920.8384,124118421052.25,0.0,0,750303405572.7646,1,0.0,0.0,39296,39296,39296.0,39296.0,0.0,52631579.0,52631579.0,52631579.0,52631579.0,0.0,1
090c77ac89c7063f0d0ce064ce3cb3afllf5h,1,1,1.0,5146526315789.5,578947369.0,582592599920.8384,124118421052.25,0.0,0,750303405572.7646,1,0.0,0.0,7906,7906,7906.0,7906.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0918eedd8324da06abe5600f058480dc75nfo,21,4,5.25,2726894736842.0,894736842.0,674105263157.9,283789473684.0,862261274733.4403,0,744736842105.2778,7,2.912494403331052,1.6315374440669277,40939,4,22562.619047619046,25093.0,12488.487007945318,33368421053.0,0.0,3493734336.0,315789474.0,9075300200.879232,14
098bfc9c440f9ba9e6371f774ec6a36fa0sq6,4,3,1.3333333333333333,8491000000000.0,158263157895.0,3310929824561.3335,1283526315789.0,4521216601809.77,0,3310929824561.3335,2,1.3862943611198906,1.3862943611198906,36159,14,11348.5,4610.5,17031.891977503066,39000000000.0,631578948.0,17447368421.25,15078947368.5,19620899216.177647,4
09d71d3e6a6871a7598dc2764c5bb4ffkz6mc,11,9,1.2222222222222223,53334368421053.0,894736842.0,6844300000000.0,2102368421052.5,16371606879020.906,0,10443105263158.0,5,1.5465986860485124,0.0,703,2,118.0909090909091,91.0,199.13083866917978,58960263157895.0,1894736842.0,5428411483253.637,32736842105.0,17754665093916.35,4
0a09adcd35b5f26d75f251006affc747drfu4,1,1,1.0,5146526315789.5,578947369.0,582592599920.8384,124118421052.25,0.0,0,750303405572.7646,1,0.0,0.0,268,268,268.0,268.0,0.0,16105263158.0,16105263158.0,16105263158.0,16105263158.0,0.0,1
0a43de0ab0a7525fec59ef4bc1dda7a2z9z69,743,194,3.829896907216495,386105263158.0,0.0,18363739537.52291,7868421053.0,28491378487.442257,7,19940544356.412815,42,6.011135313147249,0.7410915770317853,11274,1,1707.9084791386272,767.0,2272.2529606580147,2732052631579.0,0.0,31416274425.909214,1789473684.0,168436534126.08377,202
0a6ba32afe4756995db2f5cf2461cddbvj445,6,3,2.0,6487789473684.0,2210526316.0,1752589473684.2,26368421053.0,2818036769074.407,0,2919052631579.0,3,1.2424533248940002,1.791759469228055,1294,5,476.0,89.5,632.9091561985812,334578947368.0,736842105.0,59385964912.166664,4368421052.5,134854597665.41872,4
0a7446b63f183a4928ae762ed6cd1c4b894qz,836,261,3.203065134099617,50098526315789.0,52631579.0,92478978884.33653,16789473685.0,1733190142038.6704,0,102727596017.07433,47,6.185392894601869,3.9282521739742418,33056,1,1199.1016746411483,409.0,2736.1163386070416,7874157894737.0,0.0,55802077395.64381,6368421052.0,360634822977.9282,206
0a92c4fa2bcdc8e952546d236b322053o5wbk,4,4,1.0,4800631578947.0,142736842105.0,1824263157894.6667,529421052632.0,2584851621088.8955,0,1824263157894.6667,2,1.3862943611198906,1.0397207708399179,970,7,345.25,202.0,440.9477482272323,128526315790.0,263157895.0,40486842105.5,16578947368.5,60555101850.58616,4
0a9c5e1f261c937c09817ea2d5e949f34v8oe,21,7,3.0,2857105263158.0,157894737.0,525105263157.85,208526315790.0,772910718745.3705,0,568254385964.8334,5,2.912494403331052,0.0,1317,15,413.4761904761905,318.0,361.32916005321505,210473684211.0,157894737.0,16070175438.714285,3263157895.0,45450784113.72727,5
0a9d614009139236f198ddb4759a498cen5ix,4,4,1.0,62571894736842.0,10473684210.0,21159754385965.0,896894736843.0,35866704084724.445,0,21159754385965.0,2,1.3862943611198906,1.0397207708399179,199612,56,50007.75,181.5,99736.20807702353,31842105263.0,0.0,16092105263.25,16263157895.0,17598338658.377216,3
